article,date,clusterNum
"   , Thailand, Aug. 23   A program designed to allow Vietnamese to emigrate to join their families, mainly in the United States, has led to only a trickle of departures and appears to be stymied.  Under the plan, which was laboriously negotiated by the United Nations High Commissioner for Refugees with the Vietnamese Government early last year, only 647 Vietnamese have legally left for the United States since October although requests for the emigration of about 60,000 have been made by relatives in the United States. Most of those who left Vietnam flew on a few charter flights organized by the United Nations refugee agency and some left on the weekly Air France flights from Ho Chi Minh City, formerly called Saigon.  No United Nations flight has left Vietnam in almost a year. The protracted negotiations between Washington and Hanoi to allow American consular officials to examine applicants in Ho Chi Minh City are stalled, and the only American assigned to the United Nations High Commissioner to screen applicants left Hanoi this month after an eight-month stay without being allowed to visit Ho Chi Minh City.  Blame Is Put on Hanoi  Although American officials here concede that cumbersome United States immigration procedures have not facilitated the task and that bureaucratic mixups have occurred, they and United Nations aides, speaking privately, blame Hanoi, saying it has used the issue to pursue its larger political goals.  The program was negotiated by the United Nations shortly before the outflow last summer of the so-called boat people, mainly ethnic Chinese forced to leave by the Vietnamese authorities. When international pressure, culminating in the Geneva conference of July 1979, caused Vietnam to promise to halt the flow, it tried to get rid of the Chinese by grafting them onto the orderly departure program.  Hanoi subsequently proposed 30,000 names for family reunification under the United Nations program, almost all ethnic Chinese from Cholon, the former South Vietnamese capital's Chinese quarter.  Checked by computer against the names submitted by relatives in the United States, only 74 of the 30,000 appeared to have any ties to Vietnamese in the United States. A recheck turned up 70 more who might have a claim for admission.  Drive for Diplomatic Ties  The lists of names Hanoi submitted appeared to be the result of a block-by-block registration of inhabitants of Cholon, an American official with long experience in Vietnam said. An informant recently returned from Ho Chi Minh City reported that it was common knowledge that many of the people on the lists were ethnic Chinese who had paid the Vietnamese authorities to be expelled but were prevented from leaving after the Geneva conference.  Vietnam is also accused of using the family-reunification program to press the United States for diplomatic relations. After apparently agreeing to accept temporary visits by American consuls assigned to the embassy in Bangkok to screen applicants in Ho Chi Minh City, Hanoi declared that such consuls could visit only when there was an American embassy in Vietnam.  The compromise of having American officials work in Ho Chi Minh City as members of the United Nations refugee body led to the assignment of the American who was prevented from performing his task. No replacement has been named.  LANGUAGE: ENGLISH                      ",August 24 1980 ,11
"      China said today that growing tension along its border with Vietnam and the deteriorating situation in Indochina had made it impossible to resume peace talks with Hanoi.  The Foreign Ministry said in a statement that a Vietnamese proposal issued on Sept. 12 that the talks, which were broken off in March after eight months of fruitless negotiations, be resumed in Hanoi on Oct. 6 was ''nothing but a trick for propaganda purposes, an attempt to deceive world opinion.''  The Chinese turned down the Hanoi proposal, saying that the Vietnamese are bent on hostility toward China and aggression in Indochina, particularly toward Cambodia. The statement said Hanoi ''does not have the slightest sincerity'' about a negotiated settlement.  LANGUAGE: ENGLISH                      ",September 23 1980 ,11
"      China said today that growing tension along its border with Vietnam and the deteriorating situation in Indochina had made it impossible to resume peace talks with Hanoi.  The Foreign Ministry said in a statement that a Vietnamese proposal issued on Sept. 12 that the talks, which were broken off in March after eight months of fruitless negotiations, be resumed in Hanoi on Oct. 6 was ""nothing but a trick for propaganda purposes, an attempt to deceive world opinion.""  The Chinese turned down the Hanoi proposal, saying that the Vietnamese are bent on hostility toward China and aggression in Indochina, particularly toward Cambodia.  The statement said Hanoi ""does not have the slightest sincerity"" about a negotiated settlement.  LANGUAGE: ENGLISH                      ",September 24 1980 ,11
"      Two United States officials will visit Vietnam this week for talks on the fate of some 2,500 American servicemen missing and believed dead in that country, the State Department said today.  A department spokesman, Jack Cannon, said that Lieut. Col. Paul Mather and James Tully, both assigned to the United States Embassy in Thailand, would visit Hanoi, the Vietnamese capital, from Wednesday to Saturday.  It will be the first direct contact between technical representatives of the two countries on the issue of Americans missing in action in Vietnam since a Vietnamese delegation visited Honolulu two years ago. The United States has assembled data on the missing servicemen at a facility in Honolulu known as the Joint Casualty Resolution Committee.  LANGUAGE: ENGLISH                      ",September 30 1980 ,11
"    To the Editor:  There is a bold, significant international move that the new Reagan Administration should take which will be practical and constructive: normalize relations with Hanoi. By persisting in its refusal to do this, the United States perpetuates world tensions and problems. Further, we are acting against our own national selfinterest.v.hat could normalization mean?  Economically, American business would get a chance to trade profitably in Vietnam, just as our allies do.  On the humanitarian level, a normalized American presence in Vietnam could help lead to improved conditions for people in Indochina. They need food and technology. We have both. They don't, in part because we destroyed much of what they had.  Morally, we have an unfulfilled obligation to the people of Indochina. The United States, the country most conspicuously present in Vietnam's destruction, is the nation most conspicuously absent during reconstruction. By refusing to normalize relations, we continue the legal banning of trade, aid, development and exchange programs. We thus make the rebuilding process even harder. Certainly we should help those who flee Indochina. But we should also try to restore the shattered society they are fleeing.  The arguments presented by Daniel C. Arnold and R. Sean Randolph (''Don't Recognize Hanoi,'' Op-Ed Dec.23) are similar to the negative rhetoric voiced by the old China lobby before Richard Nixon chose to alter our policy toward Peking. Messrs. Arnold and Randolph contend that our continuing not to recognize Hanoi contributes to ''geopolitical balance'' and serves our interest in a ''stable, secure Southeast Asia.'' The opposite seems more accurate: our policy contributes to instability and imbalance.  Politically, normalization could diminish Vietnam's great dependence on the Soviet Union, thus readjusting the balance of power more in our favor in Southeast Asia. It could also help prevent further conflict between China and Vietnam. The Chinese are less likely to reinvade Vietnam if their American friends are on good terms with Hanoi. The Chinese need what America now provides, in terms of trade and geopolitics, and are unlikely to give up these advantages if the U.S. chooses to recognize Hanoi.  Not all of Indochina's misery today is Hanoi's fault. In recent years our policy has been to ''squeeze'' Vietnam, to isolate it, perhaps even to help make conditions worse there than that tragic nation would otherwise have endured. It seems clear that Vietnam dominates Laos and Kampuchea now, as it has over the centuries. But to use that as an argument against normalization in 1981, or as a reason to back the genocidal Pol Pot, only fosters continued unrest. Normalization would help signal to China that we will no longer bolster its murderous ally.  The Indochina war was, is and will be a bitter experience for many Americans. Someday we will have to come to terms with what we did there. Candidate Reagan declared our role in that war ''a noble cause.'' President Reagan should consider an even more noble cause - peace. The war is over. Let the peace begin. And that means normalization of relations with Hanoi.  ROBERT RICHTER New York, Dec. 25, 1980 The writer, a former producer at CBS News and ABC News, produced the independent documentary ''Vietnam: An American Journey.''  LANGUAGE: ENGLISH  TYPE: Letter                      ",January 5 1981 ,11
"    To the Editor:  Gareth Porter's advocacy of accommodation with the Vietnamese (Op-Ed Nov. 11) fundamentally conflicts with the realities of Indochina. North Vietnamese imperialism, first directed at South Vietnam and Laos and then at Cambodia, remains the basic problem in Indochina, and such imperialism only understands the language of force.  he Hanoi regime, which has driven hundreds of thousands of Vietnamese people to their death on the high seas or in concentration camps, really cared nothing for the plight of the Cambodians under Pol Pot, whom it installed in power. Instead, Hanoi, in tandem with Moscow, has proceeded to set up its own Marxist empire in Indochina, the Soviet's East Asian proconsul. But as with the Soviet empire in Eastern Europe and Afghanistan, the people have rebelled against their overlords.  Rather than rescuing the oppressors in either case, the United States should help those resisting the new colonialists. Indochina and Afghanistan are both draining Soviet resources that might otherwise be directed at either new aggression elsewhere or even larger strategic expenditures.  Gareth Porter suggests that we should provide aid to Hanoi if it withdrew its occupation forces from Cambodia. That would simply reward aggression. It would be more appropriate for Hanoi to withdraw its occupation armies not only from Cambodia but also from South Vietnam and Laos. Only then could peace and the possibility of accommodation of all forces in Indochina begin.  JEFFREY B. GAYNER Director, Foreign Policy Studies The Heritage Foundation Washington, Nov. 17, 1981  LANGUAGE: ENGLISH  TYPE: letter                      ",November 25 1981 ,11
"   , Vietnam, Dec. 18   Four American veterans of the Indochina War, trembling with emotion, stepped off a plane at a bleak Hanoi airport late this afternoon to an enthusiastic welcome by Vietnamese officials.  One of the veterans, Tom Bird, a former infantryman with the 1st Cavalry Division, started walking down the steps of the plane before noticing a group of  Vietnamese soldiers waiting to greet him.  Mr. Bird swiftly returned to the plane, trembling.  ''My first instinct was to call the whole thing off,'' Mr. Bird said several minutes later, returning outside. ''It's just too strange. I feel a little out of control.''  Mr. Bird and three other veterans, led by Robert O. Muller, executive director of the Vietnam Veterans of America, were taken in limousines to the sprawling, Cuban-built Thang Loi (Victory) Hotel on the fringe of Hanoi. They are on a six-day visit to talk to officials here and in Ho Chi Minh City, formerly Saigon, about the issues of the estimated 2,500 American servicemen still unaccounted for since the end of the Vietnam war in 1975, as well as the Agent Orange question and the impact of the defoliant on the local populace.  Seeking Information on Defoliant  Mr. Muller, a 36-year old former marine, said the United States Government was seeking scientific information about the defoliant, and his group wants to persuade the Vietnamese to allow American scientists into ''heavy defoliated areas'' to assess the impact.  Besides Mr. Muller and Mr. Bird, the other veterans who arrived today after picking up visas in Bangkok were Michael Harbert, a former Air Force sergeant who flew bombing missions over North and South Vietnam, and John Terzano, a former Navy seaman. At the Vietnamese Embassy in Bangkok, an official wished the group ''Merry Christmas.''  Three hours later, at the Hanoi airport, Foreign Ministry officials who deal with defoliation as well as the question of G.I.'s missing in action welcomed the group. Tonight, a Government spokesman, who asked to remain unidentified, said: ''It was sensible to invite the veterans to come here. They were victims of the war like many of our people were victims.''  During the flight from Bangkok aboard a packed Soviet-built Ilyushin 138, the veterans were alternately exuberant and reflective.  ''It's strange,'' said Mr. Muller. ''I can't figure out if I know the passengers on the plane, if I have seen them before. If I know them or if they know me.''  'Nothing Has Changed'  Mr. Harbert, who is now a management consultant in New York, stared out the window and recalled the missions he flew over the same lush, green mountains, over the Ho Chi Minh trail and the Cambodian and Laotian border regions.  ''Nothing has changed, but everything has changed,'' he said. ''I close my eyes and I am right back calling in airstrikes over these places. It's so strange. I can still see the scars on the ground.''  ''I feel so good coming back,'' said Mr. Bird, ''but I can't look at these faces up the aisle. I feel frozen.'' From the plane, approaching Hanoi through low clouds, the land was flat green, still pocked with crater holes. At the ramshackle airport, Mr. Harbert said with a shrug: ''It's amazing to fly into Hanoi without people shooting away. People are so quiet, the airport so simple. Like landing in a farm field. In Kansas or somewhere.''  Mr. Muller, who was crippled in the war, was carried down the plane's steps and was promptly surrounded by Vietnamese officials and local photographers. In his car, the Vietnam veteran said quietly: ''I can't even sort out my emotions now. I can't believe it. I am in Hanoi.''  LANGUAGE: ENGLISH                      ",December 18 1981 ,11
"      After six hours of talks with Hanoi officials, four American veterans of the Vietnam War expressed hope today that the emotional issue of the 2,500 United States servicemen still missing in Southeast Asia could be resolved in the near future.  Robert O. Muller, executive director of the Vietnam Veterans of America, the leader of the visiting group, urged the Vietnamese to invite the United States to send personnel to assist in the search for the missing Americans. Such a step would ''substantially improve'' Vietnam's relations with the United States and ease the ''logistical burdens'' that the Vietnamese claim to have in hunting for the remains of the servicemen.  Most of the 2,500 servicemen missing in Vietnam, Laos and Cambodia are believed dead, although anguished American families believe that some of them remain alive as prisoners of war. Reagan Administration officials believe that the Vietnamese Government has been uncooperative in the search for the missing Americans, although the Hanoi Government insists that there are no American prisoners of war alive in Vietnam, and all remains have been handed over to the American side.  Vo Hoang, director of the Vietnamese office in charge of finding missing Americans, said that the ''logistical problems were enormous'' in terms of sending out helicopters and search parties to jungles to hunt for the remains. Mr. Hoang told Mr. Muller that there was ''considerable hostility'' in villages to search parties looking for Americans.  Interested In American Proposal  ''The village people ask why are we doing this for the Americans,'' Mr. Hoang said. ''Why do we dwell on the past? Why don't we build the future?''  Nonetheless, Mr. Muller, a 36-year-old former Marine, said that the Vietnamese ''viewed with interest'' his group's proposal to send Americans to Vietnam to join the search.  ''This type of move would remove a very clear obstacle to the development of relations between Hanoi and the United States,'' Mr.  Muller said. ''We told them that, and they knew it.''  The Vietnamese, in a meeting with the four Americans who are here unofficially, also promised to allow more Vietnam War veterans to visit the country.  ''I get the distinct sense that the Vietnamese want to have good relations with the United States Government,'' Mr. Muller said.  Other members of the group who are visiting Vietnam for six days are Michael Harbert, a former Air Force sergeant, Tom Bird, an infantryman during the war with the 1st Air Cavalry Division and John Terzano, a former Navy seaman. All are members of the Vietnam Veterans of America.  Several Blunt Exchanges  The group has held several blunt exchanges with Vietnamese officials and has had some internal bickering and conflicts. This morning, for example, the group reluctantly agreed to acquiesce to a Vietnamese request to lay a wreath at the tomb of Ho Chi Minh, but only after asking the Vietnamese to bar photographs.  The veterans themselves, traveling around the city in Russian-made limousines to meet Vietnamese officials, express a range of emotions as they gaze at Vietnamese families pedaling bicycles over the streets.  ''Its so quiet, and the primitive level of everything here is stunning,'' Mr. Muller said. ''When you see this place it's almost obscene to think what we dumped on these people. There's nothing here.''  Mr. Harbert said that the ''standard opening lines of rhetoric at each meeting about United States imperialism'' disturbed him.  ''I don't like it,'' he said. ''I'd like to reply. They've done some pretty nasty things too.'' Mr. Bird, who is currently director of the Veterans Ensemble Theater in New York, said ''a couple of years ago I would have been given a medal for shooting some of the people I'm meeting with.''  ''It blows my mind,'' he went on.  ''What a crazy world this is.''  LANGUAGE: ENGLISH                      ",December 21 1981 ,11
"   , Vietnam, Dec. 21   Darkness falls quickly in Hanoi now, and by 6 P.M. the steets are silent except for the sound of bicycles wheeling lazily beneath the banyan and pines.  ''Its very drab, very isolating,'' said a young Asian diplomat eating soup in a crowded downtown restaurant. ''Life doesn't change here much. You live in a kind of suspended animation waiting for something to happen, but nothing does. I keep thinking I lost two years of my life in this place.''  Hanoi is a threadbare but still graceful city filled with contrasts. The other night at the Cuban-built Tang Loi Hotel a small group of foreigners, including four visiting American veterans of the Vietnam War, were seated in the gloomy dining room celebrating a birthday with a bottle of French champagne. A large rat darted past the table. The waitress giggled.  The Americans voiced amazement at the simplicity of the city. ''You visit Ho Chi Minh's two-room wooden-frame house, and you see two phones, one to the army and one to the air force, and that's how he carried on the war against us,'' said Robert O. Muller, executive director of the Vietnam Veterans of America. ''It knocked me out. It was so incredibly basic.''  Vietnamese 'Incredibly Warm'  If the American veterans were nervous about their trip to a country and people they had fought against, the mood was quickly dispelled as soon as they climbed off the plane from Bangkok, Thailand, on Friday. In encounters with passers-by on the street and in dinners and meetings with Vietnamese officials to discuss two main issues - the fate of the 2,500 United States servicemen still listed as missing in action and the impact of the defoilant Agent Orange in Vietnam - the reaction from the Vietnamese has been what one of the veterans, Tom Bird, called ''incredibly warm and sensitive and friendly.''  Visiting a war museum in downtown Hanoi, where photographs and weapons depict the campaign against the Americans, one of the veterans, Michael Harbert, a former Air Force weapons controller who flew 47 missions over North Vietnam, stared at an outdoor exhibit of a Soviet MIG-21 perched atop parts of the wreckage of an American B-52. Mr. Harbert stepped away from his colleagues and suddenly began weeping.  ''I haven't cried in 14 years,'' said the 35-year-old New Yorker.  ''I don't know what happened. It's the face-to-face reality of seeing that MIG, with its 14 stars meaning it shot down 14 planes, and seeing that wreckage. They are proud of it, and I guess they have a right to be, but it just upset me.''  As Mr. Harbert wept, his startled Vietnamese hosts expressed worry and confusion about why the museum visit had stirred him.  Veterans Are Uninhibited  The veterans, without a trace of inhibition, move down such busy streets as Trang Tien behaving like the servicemen they once were, passing out candy and chewing gum to giggling children, nodding to pretty girls and striking up conversations with people in bookshops and gift stores.  Many of the Vietnamese have heard of the Americans' visit over the Voice of America, which seems to be the main source of outside information.  ''You were hurt in the war,'' said an elderly man in sandals, pointing to Mr. Muller's wheelchair as a crowd gathered around the veterans on a street in downtown Hanoi. Mr. Muller replied with a smile: ''I was in the Marines. Shot through the chest by an AK-47.''  The old man shrugged. ''Welcome to our city,'' he said. ''Come back again.''  More Outgoing Than Russians  Vietnamese Government officials accompanying the Americans grin and seem a little startled at the outgoing nature of the Americans, especially as compared with the hundreds of Soviet technicians and their wives who stroll downtown aloof and without a word or a nod to the Vietnamese.  ''The veterans are so cheerful and friendly,'' a Vietnamese official said. ''We know the American people are like that.'' At formal meetings with the veterans, officials inevitably point out that they have ''never have any animosity toward the American people.'' American Governments, on the other hand, have ''lied and sought the destruction of our country,'' the Vietnamese say.  Asian and Western diplomats in Hanoi agree that many Vietnamese miss the personal contact with Americans that they once had. A Western diplomat observed: ''The Vietnamese had 1,000 years of domination under the Chinese, 100 under the French and 8 under the Americans. You fellows are egalitarians. You treated Vietnamese with a level of equality that other foreigners never did. There is, in retrospect, a residue of good will toward the G.I.'s that's very, very strong.''  LANGUAGE: ENGLISH                      ",December 21 1981 ,11
"   , Vietnam, Dec. 22   Foreign Minister Nguyen Co Thach told visiting Americans on Monday that Vietnam would welcome specialists who wanted to study the impact of the herbicide Agent Orange used during the war.  At the conclusion of a 90-minute meeting with four American veterans of the Vietnam War, Mr. Thach embraced each one of them and said: ''We are all victims; we are not enemies.''  In his remarks, he charged that the Reagan Administration remained hostile toward Vietnam and he denied that the Vietnamese were withholding information about the fate of 2,500 Americans missing in action.  He said Hanoi would henceforth deal on the issue with the Vietnam veterans' group and not with Washington.  ''The Vietnamese Government will cooperate with you on the missing in action on a humanitarian basis without any conditions,'' he said.  ''We will cooperate with you, not with Reagan and the Administration. They have repaid our humanitarian activity with hostility.''  One of the Americans, Robert O. Muller, who is executive director of the Vietnam Veterans of America, said later that he ''welcomed this new initiative.'' He said his group would deal with Vietnam's mission to the United Nations.  Mr. Thach, who spoke in English, welcomed the visitors by saying: ''The way for friendship is very long. The way for war is very short. The American people must come to know the Vietnamese people.  We must cooperate with one another. Tell your people that, between Vietnam and the American people, there was no victory or defeat. We were all victims. It was a war of Johnson and Nixon against the American people.''  Mr. Muller, a former Marine officer crippled in the war, said the ''priority issues'' were the question of the missing in action as well as the problem of the herbicide, which was sprayed as a defoliant in South Vietnam and may cause cancer and birth defects.  Mr. Thach agreed to Mr. Muller's suggestion that American physicians and scientists come to Vietnam to assess the impact of the herbicide. Mr. Muller said his aim was to use the possible findings in connection with claims by veterans that they and their offspring had been affected.  Mr. Thach said, ''We will cooperate with you,'' but he added that the Vietnamese Government would grant visas only to investigators who were ''independent and not connected with Reagan.'' Mr. Muller assured him that there were people not connected with the Government who would come.  LANGUAGE: ENGLISH                      ",December 23 1981 ,11
"    To the Editor:  For many Americans, Christmas week is a time of joy, remembrance and reconciliation. It is also a time inextricably linked to the history of a terrible conflict, now a decade old, which seared the land and people of Vietnam as well as the bodies and minds of combatants on both sides.  It is nine Christmases ago that American warplanes bombed Hanoi.  This Christmas, some American veterans of that conflict have returned to Hanoi to begin a dialogue about M.I.A.'s (those missing in action) and victims of Agent Orange in both countries.  Their return to Vietnam is painful and poignant for them, but it also holds hope and promise for all of us.  We wish to call on the American people - in our churches, synagogues and homes - to pause and pray that a time of healing may finally have come: that this journey back by some of those who fought will lead us to a much greater reconciliation of individuals and nations still suffering from the physical and psychological violence of that era.  For Christians, Christmas is a time of peace which began with the journey to Bethlehem. Perhaps the journey of these veterans to Hanoi can help us all find a new path toward peace.  WILLIAM SLOANE COFFIN JR.  PAUL MOORE JR., STEPHEN G. CARY AVERY POST, WILLIAM P. THOMAS New York, Dec. 21, 1981  The writers are, respectively, senior minister of the Riverside Church, Bishop of the Episcopal Diocese of New York, chairman of the American Friends Service Committee, president of the United Church of Christ and Stated Clerk of the General Assembly of the United Presbyterian Church.  LANGUAGE: ENGLISH  TYPE: Letter                      ",December 24 1981 ,11
"    Four American Vietnam veterans walked through the looking glass last week and got a glimpse of what the war had been like on the other side. Whether their visit to Hanoi achieved much toward their main goal - clarifying the fate of 2,500 Americans still listed as missing in action - was questionable.  But they said it did help them come to terms with their lingering feelings of anger, guilt and fear.  ""The war finally stopped in my mind,"" said former infantryman Tom Bird.  The sight of a Soviet MIG-21 perched atop the wreckage of an American B-52 in Hanoi war museum brought it all back for former Air Force Sgt. Michael Harbert, much as the mothballed World War II bomber did for Dana Andrews in Frank Capra's film, ""The Best Years of Our Lives.""  Mr. Harbert burst into tears.  ""I haven't cried in 14 years,"" he said. ""It's the face-to-face reality of seeing that MIG, with its 14 stars meaning it shot down 14 planes . . . They are proud of it, but I guess they have a right to be, but it just upset me.""  The veterans also met with Foreign Minister Nguyen Co Thach.  He asked them to serve as a liaison with Hanoi, with which Washington has no diplomatic relations, to help resolve the issue of the missing-inaction.  Some anguished American families believe that some of the missing are still being held as prisoners.  Hanoi denies this and also says that it has turned over all remains of American servicemen that it has found.  The Vietnamese Foreign Minister also said Vietnam would admit American doctors and scientists not connected with the Reagan Government to assess the effects of Agent Orange, a defoliant blamed by veterans for severe health problems.  The Americans, members of the Vietnam Veterans of America, said they were aware that their visit might be used for propaganda in Vietnam and attract bad publicity at home.  The Vietnamese remarked on the friendliness of the Americans, who strolled the streets passing out candy and chewing gum to children, for all the world like they were still G.I.'s.  LANGUAGE: ENGLISH                      ",December 27 1981 ,11
