article,date,cluster
"      Vietnam notified the United States today that it was suspending talks on resolving the question of Americans still listed as unaccounted for from the Vietnam War, the State Department said.  In the official message to the United States Embassy in Bangkok, Hanoi said ''the current situation is not favorable'' for holding the next meeting on the missing-in-action Americans that had been set for next Wednesday and Thursday in Hanoi, Bernard Kalb, the department's spokesman, said.  But Foreign Minister Nguyen Co Thach, at a meeting in New Delhi of the countries that describe themselves as nonaligned, said the discussions were being suspended because of the American air attacks on Libya.  The Hanoi move drew a quick warning from Washington. Mr. Kalb said this action would ''imperil any chance for improvement in the atmosphere between our two nations.''  Hanoi Pledge Cited  Noting that Hanoi had pledged last year to settle once and for all all questions dealing with the nearly 2,000 Americans still listed as unaccounted for in Vietnam, Mr. Kalb said:  ''If Vietnam now decides to abandon that pledge and to link this humanitarian enterprise to political issues, this can only increase the suffering of the families of those still missing, bring discredit to the Hanoi authorities and imperil any chance for an improvement in the atmosphere between our two nations.''  The Vietnamese have also apparently reneged on another pledge made to the United States - to turn over to the United States some 7,000 political prisoners who have been in so-called ''re-education camps.'' Many of these prisoners are Vietnamese with close ties to the United States, such as military and civilian officials in the former Saigon Government.  In 1984, Prime Minister Pham Van Dong of Vietnam said Hanoi would release these prisoners if Washington would take them. Secretary of State George P. Shultz said then that the United States would take them and their relatives over a two-year period.  Report From Ex-Governor  A report made public today by a special panel on Indochinese refugees, headed by the former Governor of Iowa, Robert D. Ray, said that when the group visited Hanoi recently, ''Foreign Minister Thach was categorical in his refusal to discuss the issue, stating that it was now 'out of the question,' to release the prisoners.''  ''We found that there is great difficulty in getting cooperation or even getting them to acknowledge what they have previously said relative to the re-education camp prisoners,'' Mr. Ray said in a news conference today.  ''They refuse to call them prisoners,'' he said.  Although American officials dealing with the issue do not believe there are any Americans still alive, they would like to get more information from the Vietnamese on what happened to Americans who were known to have been captured during the war but who were never accounted for and to recover the remains of Americans from areas where there were known to be plane crashes.  The United States at the end of 1985 listed 1,797 Americans as unaccounted for in Vietnam, 700 in the north, and 1,097 in the south. In addition, 556 are listed as unaccounted for in Laos, 82 in Cambodia, and 6 in China, for a total of 2,441.  LANGUAGE: ENGLISH                      ",April 19 1986 ,2
"   , Thailand, July 2   The United States today gave Vietnam its first written commitment to support Hanoi's plan to resolve, within two years, the issue of Americans missing in action since the Indochina war.  Richard Childress, a member of the National Security Council, said at a news conference here that Vietnam in turn had given assurances that it would provide Washington with written reports on its progress in the search and would investigate reported live sightings of missing Americans.  The two sides left open the possibility of establishing an American technical office in Hanoi. The Vietnamese promised to deliver ''especially productive'' information in August and October.  LANGUAGE: ENGLISH                      ",July 2 1986 ,2
"    A group of Vietnam veterans who marched from Washington arrived yesterday at Grant's Tomb for a vigil for 2,400 Americans still missing in Southeast Asia.  Fewer than three dozen veterans made the full march, and only about 100 people greeted them upon their arrival in Manhattan - far fewer than the 1,000 organizers had hoped to draw.  ''There's only a small amount of us who care, but we do care, and we care a lot,'' said Anthony Torres, march organizer for the New York-New Jersey POW-MIA committee. ''People saw us marching. Truck drivers saw us. This is about public awareness.''  Outside the monument, the marchers and their supporters gathered a half-block from a row of tents where many said they planned to stay in a 24-hour vigil.  They expressed a mixture of frustration and hope that prisoners of war and Americans missing in action would eventually be returned to the United States.  Vietnam, which has cooperated for more than a year in the return of remains of Americans missing in action, has repeatedly denied that it is holding prisoners.  LANGUAGE: ENGLISH                      ",July 18 1986 ,2
"      Veterans of three wars and their supporters today ended a 37-day vigil in a bamboo cage to call attention to American soldiers missing in action.  About 40 people spent time in the cage at some point in the vigil, which which began Aug. 13 and ended on National P.O.W.-M.I.A. Recognition Day.  Gary Wetzel, a Medal of Honor winner in Vietnam who was the last person in the cage, called on President Reagan and Congress to continue the fight to bring home those who died and any who may still be held in Southeast Asia.  Mr. Wetzel said Wisconsin Vietnam Vets Chapter 1, the sponsoring organization, had collected more than 3,000 signatures on a petition to Hanoi urging the return of any servicemen or civilians still in Vietnam and information on the remains of those still missing.  LANGUAGE: ENGLISH                      ",September 19 1986 ,2
"   , Laos, Nov. 20   The United States and Laos announced today that Washington would begin considering the ''humanitarian problems'' of this isolated country as Laotians step up the search for Americans missing since the Vietnam War.  The agreement is similar to one concluded this past summer between the United States and Vietnam, under which American experts on the missing have already visited Hanoi for consultation.  At the same time, the United States is about to deliver a shipment of rice to Laos, where this year's crop, now being harvested, has been severely affected by drought.  The announcement today followed the first formal Laotian-American technical meeting on the search for missing Americans, held here Nov. 11-13.  It also follows a visit to Vientiane last week by David Lambertson, Deputy Secretary of State for East Asia and the Pacific, and a trip to Washington in October by the Laotian Deputy Foreign Minister, Soubanh Srithirath. #555 Unaccounted For in Laos Fourteen years after the United States withdrew from Indochina, 555 Americans are still unaccounted for in Laos. Most of them were shot down in bombing raids on the Ho Chi Minh Trail, along which the North Vietnamese resupplied Communist armies in the South through Laotian territory.  The United States also bombed the Plain of Jars, where Lao Communist forces were numerous.  In addition to the missing in Laos, 1,757 Americans are unaccounted for in Vietnam and 91 in Cambodia.  Laotians say they are reluctant to make the search for missing Americans a national priority when so many of their own people were killed by American bombing from 1964 to 1973. Farmers in Laotian villages are still dying and being maimed by ordnance exploding in fields.  But pressures in the United States from organizations representing the families of the missing in action and unaccounted-for prisoners of war have forced the Communist Pathet Lao Government, which seized power in 1975, to deal with the issue as a prerequisite to better relations with Washington.  Private Searches Condemned  Both Laos and the Reagan Administration have condemned private American efforts to mount searches in Laos. American opposition to these illegal forays into this country was repeated today in a joint statement, which said such ''irresponsible'' acts were impeding government-to-government cooperation.  The United States maintains diplomatic relations with Laos at the charge d'affaires level. The small American mission in Vientiane, led by Harriet W. Isom, is the only American embassy in the three Indochinese Communist countries of Vietnam, Laos and Cambodia.  But there is no United States aid program in Laos, one of the world's poorest nations. Until recently, aid been blocked by Congress, and no funds have been authorized in a tight foreign aid budget.  Today, a joint press release from the Government of Laos and the United States Embassy said the Laotians were considering excavating by themselves a crash site in Savannakhet Province. Two previous excavations were conducted in cooperation with American teams from the Joint Casualty Resolution Center in Hawaii.  Trying to Resolve 3 Cases  In today's statement, the Laotians also said they were trying to resolve three cases where there are discrepancies about missing Americans. The statement gave no details, and Lao officials declined to be interviewed.  In return, the United States said it would respond ''within the limits of its capabilities'' to the humanitarian concerns of Laos.  As an example, the statement said an American non-governmental organization was considering erecting a prefabricated clinic in the area where Laos will conduct its excavation of the site of an American plane crash. The clinic would be stocked with medicines at American expense.  The statement did not specify the organization involved. The Mennonite Central Committee and the American Friends Service Committee have development programs in Laos, but those organizations said tonight that they were not the agency planning the clinic.  LANGUAGE: ENGLISH                      ",November 21 1987 ,2
"      The Reagan Administration has proposed to Vietnam that Gen. John W. Vessey Jr., the former Chairman of the Joint Chiefs of Staff, visit Hanoi as a Presidential representative to discuss the fate of missing servicemen.  But State Department officials said the visit, which was proposed last week, would not take place unless the two nations could agree on how to move forward discussions on the issue.  ''We're not sending a Presidential envoy unless a policy-level, advance delegation goes to Hanoi first,'' Charles E. Redman, the State Department spokesman, said today.  There has been no response from the Vietnamese to the proposal, which was also presented privately last month by H. Ross Perot, the Texas industrialist who worked for the White House last year on issues relating to prisoners of war and those missing in action.  Mr. Perot's mission, which Mr. Redman said was undertaken ''at his own initiative,'' was reported today by The Washington Post.  In an interview today, Mr. Perot said the Vietnamese had been pleased by the idea of talks with General Vessey. He denounced Mr. Redman's statements, saying it was counterproductive to set conditions for the visit.  Mr. Perot said: ''They feel, and I am quoting them, that we send people over who are minor officials, who only make demands, who are rude and arrogant. A Presidential negotiator is the right answer, and Vessey is the right man.''  Mr. Redman said today that ''our difficulties in moving ahead'' on the issue are primarily due to Vietnam's refusal ''to engage in any technical or policy level talks, in order to reconfirm our understanding of the nature of the P.O.W.-M.I.A. issue.''  LANGUAGE: ENGLISH                      ",April 24 1987 ,2
"      A team of United States officials ended a round of talks in Hanoi on the issue of missing American servicemen but failed to reach agreement on a visit to Vietnam by a Presidential envoy, the State Department said Friday.  The United States delegation, headed by Richard Childress, a National Security Council staff member, returned to Bangkok, Thailand, Thursday after three days of talks in the Vietnamese capital, according to Charles E. Redman, the State Department spokesman.  LANGUAGE: ENGLISH                      ",May 30 1987 ,2
"      A Vietnamese official said his Government had agreed to a meeting in Hanoi with John W. Vessey Jr., President Reagan's special envoy, to end an impasse in talks over the fate of missing American sevicemen, The Washington Post reported in its Sunday editions.  The unnamed Vietnamese Government official said Hanoi had sent American negotiators a letter accepting the proposal of a meeting with General Vessey, a former chairman of the Joint Chiefs of Staff, to discuss ''humanitarian'' issues.  The letter dropped the earlier insistence by the Vietnamese on preconditions for the talks, including that the discussions include such topics as the normalization of relations between the two countries if Vietnam helped account for the missing servicemen, The Post said.  LANGUAGE: ENGLISH                      ",July 5 1987 ,2
"      Secretary of State George P. Shultz confirmed today that Vietnam had relented and agreed to American conditions for a meeting with a special envoy to discuss the issue of missing servicemen.  But Mr. Shultz, speaking at the annual meeting of the National League of Families of American Prisoners and Missing in Southeast Asia, also warned that there might not be much progress on the issue. He said it was good that Vietnam no longer insisted that discussions on missing servicemen be linked with the issue of normalizing relations.  ''We are pleased that the Vietnamese Government has accepted our proposal for a visit by a Presidential emissary on P.O.W. and M.I.A. and other humanitarian issues,'' he said. ''We are also pleased that Hanoi has confirmed that the two sides should not link these humanitarian issues with any outstanding political problem between our two countries.''  Earlier this month a Vietnamese official said Hanoi had sent American negotiators a letter dropping many previous conditions for talks.  Mr. Shultz warned, however, that Vietnam might still try to get economic aid in exchange for genuine discussion on the missing servicemen.  ''We intend to honor that agreement and expect Vietnam's leaders to do the same,'' he said of the understanding that normalization of relations will not be included in discussions. ''Nevertheless, in spite of these agreements, we must face the possibility that we will not be able to move the issue forward.''  Disturbed by Press Reports  He said he was disturbed by press reports that despite the agreement, Vietnam might try to raise the issue of reparations and economic aid under the heading of humanitarian cooperation.  ''Humanitarian reciprocity is one thing, but any attempt to trade information on our missing men for economic aid is another,'' he said. ''We cannot agree to this.''  An American negotiating team returned from Hanoi in May after failing to persuade Vietnam to accept the visit from the special presidential envoy, Gen. John A. Vessey Jr., retired, a former chairman of the Joint Chiefs of Staff.  ''The Government of Vietnam has agreed to receive General Vessey to discuss the issue in Hanoi,'' Mr. Shultz said today. ''We are working out the final details with the Vietnamese now.''  No date has been set for the Vessey mission, officials said.  Foreign Minister Interviewed  His remark about press reports apparently refers to an interview with the Vietnamese Foreign Minister, Nguyen Co Thach, in The Washington Post this month from Hanoi. Mr. Thach said Vietnam intended to raise a wide variety of issues under the category of humanitarian matters, including property damage and personal injuries suffered during the Vietnam War.  ''If we can help the Americans on M.I.A.'s, then the Americans can help us heal our wounds of war,'' he said.  The United States has been seeking Vietnamese help in determining the fate of more than 2,500 American servicemen who were missing in action or failed to return from prisoner-of-war camps.  American officials said Hanoi had been stalling on agreeing to the meeting in hopes that Washington would to allow the discussions to include the normalization of relations. The Vietnamese believe that normalization discussions would include the issue of reparations.  The Reagan Administration has been adamant that talks about the missing servicemen must precede any discussion of improving diplomatic relations.  Senator Claiborne Pell, Democrat of Rhode Island, the chairman of the Senate Foreign Relations Committee, suggested this week that the Administration proceed quickly with normalizing relations with Hanoi.  LANGUAGE: ENGLISH  GRAPHIC: Photo of Sec. of State George P. Shultz after addressing meeting of National League of Families of American Prisoners and Missing in Southeast Asia (NYT/Marty Katz)                      ",July 19 1987 ,2
"      President Reagan announced today that his special envoy, Gen. John A. Vessey, would travel to Hanoi next month in an attempt to revive negotiations over missing American servicemen.  The announcement indicated that Vietnam had ended an attempt to link the high-level talks to economic assistance and political concerns, including the war in Cambodia.  A senior White House official said General Vessey, a retired officer and former chairman of the Joint Chiefs of Staff, would seek the resumption of technical talks on identifying the remains of missing American servicemen or prisoners of war. Vietnam broke off such talks in October, when American officials asserted that Hanoi was stalling to gain concessions on other issues.  ''Both sides have agreed that these discussions on humanitarian issues should not be linked to any outstanding normalization of relations or the Cambodian qustions,'' said Marlin Fitzwater, the White House spokesman.  The visit, which was arranged in recent weeks, will take place Aug. 1-3.  American estimates placed the number of United States servicemen who are missing from the Vietnam War or failed to return from prisoner-of-war camps at 2,500. In September, the Pentagon said intelligence files and other evidence indicated that some American prisoners of war were still alive in Southeast Asia and that ''a large volume of evidence'' points to the likelihood that they are being held by the Vietnamese Government.  LANGUAGE: ENGLISH                      ",July 25 1987 ,2
"      The ghosts of Vietnam haunt Senator John McCain and Colleen C. Shine. And they are not alone.  ''There is no way, absolutely no way, that we'll ever close the chapter on that unhappy part of America's history, the Vietnam War, unless we have a full accounting for those who are still listed as missing in action,'' said Senator McCain, a leader in Congress on the issue. The Arizona Republican, a former Navy pilot who was shot down over Hanoi in 1967, spent nearly six years in a prisoner-of-war camp and knew ''a couple of guys'' still listed as missing.  For Colleen C. Shine, the issue of the missing is more wrenching. ''My father, Lieut. Col. Anthony C. Shine, was shot down on the border between North Vietnam and Laos on Dec. 2, 1972,'' she said quietly. ''I was eight years old then. I have a memory of him. He's still unaccounted for.''  The Vessey Mission  From this vantage point, Senator McCain and numerous Congressional colleagues, as well as Ms. Shine, the public affairs coordinator for the National League of Families of American Prisoners and Missing in Southeast Asia, gaze with wary hope at one of the highest-level efforts by the Reagan Administration to discuss the issue of missing American servicemen in Southeast Asia.  From Saturday through Monday, a mission headed by Gen. John A. Vessey, and including senior Defense and State Department officials, will be in Hanoi to discuss the United States servicemen who are still listed as missing in action or failed to return from prisoner-of-war camps.  Few issues have stirred more frustration and - to families involved -despair, and few have had a more tenacious hold on politicians.  Legislators as ideologically apart as Senators Jesse Helms of North Carolina and Edward M. Kennedy of Massachusetts have called for a ''full accounting'' from Vietnam of the fate of the so-called ''M.I.A.'s.'' On Tuesday, the Senate and House endorsed overwhelmingly, and without objection, proposals that supported General Vessey's visit to Vietnam.  ''The issue has taken on a sort of mythic character,'' said one key Senate aide.  Underneath the resolutions and ringing words, though, are only unanswered questions.  ''There's much fuzziness about what the words 'full accounting' really mean,'' the aide acknowledged. He and others said privately that no member of Congress would ever deny the possibility that, more than 12 years after the war, Americans are being held in Vietnam. But few actually believe it, the aide said.  ''What happened on this issue were two things,'' the Senate aide explained. ''When Reagan was elected he took a strong profile in '81 that the P.O.W.-M.I.A. issue was not resolved - a view that he expressed even as Governor of California. And you had the spate of Rambo movies which perpetuated the idea that there are living Americans held against their will there. Of course, the Vietnamese didn't help with their attitude involving the return of American remains.''  The Vietnamese have denied knowing of any remaining American prisoners, and they have denounced as fabrications refugee reports of caches of American remains that have not been returned to families.  ''We do have solid reason to believe that the Vietnamese have been less than forthcoming in the return of the remains of those serivcemen who died,'' said Representative Stephen J. Solarz, the Brooklyn Democrat who is chairman of the House panel on Asian and Pacific Affairs. ''Why? I suppose they may feel there's a certain amount of mileage in doling them out. It's a ghoulish business, very cynical, but we have good reason to believe they could be more forthcoming.''  Diplomats believe the M.I.A. issue is sometimes involved in internal Vietnamese politics.  Thanh Bham, an attache at the Vietnamese Mission to the United Nations, said his country had tried many things in the last 14 years to resolve the problem, including returning all military and civilian personnel taken prisoner in the war, repatriating others who had remained in Vietnam and ''devoting great efforts for seeking information'' about Americans still missing.  ''I think that all these facts demonstrates the efforts and the sympathy of Vietnam towards the American people and American concerns on this issue,'' he said, ''although Vietnam has hundreds of thousands of its own soldiers missing in action.''  According to Ms. Shine's group, Vietnam has returned the remains of 170 identified servicemen since 1974. Most of them, 94, have been returned during the Reagan Presidency.  Like other legislators, Mr. Solarz is doubtful about the possibility of Americans still held captive in Southeast Asia, but he refuses to rule it out. He said ''a substantial number of live sightings'' by refugees, some of whom passed polygraph tests, had led him to conclude that it was ''not inconceivable'' that American prisoners remain in Vietnam.  Senator McCain was more categorical. ''We have to assume that there are Americans still alive in Southeast Asia,'' he said. ''I have no hard evidence of that and I base it on two factors. The first is the reports of unresolved live sightings. The second are what some highly experienced and highly respected peeople have said about this.''  He cited the comment last October by Lieut. Gen. Eugene F. Tighe Jr., a former director of Defense Intelligence, who concluded after a five-month review of intelligence files that there was ''a large volume of evidence,'' mainly ''live sightings'' by Vietnamese refugees, that pointed to the likelihood that Americans are still imprisoned in Vietnam.  It is widely believed in Washington that some Americans willingly stayed behind in Saigon, now Ho Chi Minh City.  Complicating the issue, both politically and emotionally, is the position of the Vietnam veterans.  ''A lot of Vietnam veterans are fed up and don't want to hear about it,'' said Mike Leaveck, communications director of the Vietnam Veterans of America, which says it represents 30,000 former servicemen and women. ''There's a lot of craziness on this issue.''  He pointed out that after World War II, a total of 78,000 American servicemen were unaccounted for. After the Korean War, the figure was 8,000. The figure for Southeast Asia is now 2,413. ''The tragedy is that certain fringe groups have discredited this issue and have exploited the pain of many families,'' he said.  Senator McCain agrees: ''This entire issue has been exploited very badly by some people, including those trying to get funds for so-called Rambo efforts, people trying to inflame passions unnecessarily, charlatans, in some cases, who see this as a profit-making opportunity.''  On the other hand, Ms. Shine's group, known familiarly as the National League of M.I.A. and P.O.W. Families, maintains strong relations with Congress, the White House and the Vietnam veterans. Its executive director, Ann Mills Griffiths, whose brother is missing in Vietnam, routinely attends White House and State Department meetings on the issue and went along on General Vessey's mission to Hanoi this weekend.  Praise for Reagan  Ms. Shine said the organization has a membership of 3,500 families. She said that previous Administrations had responded with ''apathy and non-effort'' to the issue but that Mr. Reagan had brought it to the forefront. ''As Governor of California he wore a P.O.W.-M I.A. bracelet,'' she said. ''He has made this the highest national priority.''  Ms. Shine remarked that 20 years after the Vietnamese war against the French, non-French legionnaires who had been held prisoner were returned. What advantage would the Vietnamese have in keeping American prisoners, she asked.  ''I don't have the answers,'' she said. And then, after a moment, the young woman who last saw her father when she was 8, added: ''You have to believe in blind faith.''  LANGUAGE: ENGLISH  GRAPHIC: Photos of Representative Solarz, Senator McCain and General Vessey (AP); Photo of Colleen Shine of National League of MIA and POW (NYT/George Tames)                      ",July 30 1987 ,2
    Gen. John W. Vessey Jr. is meeting with Vietnamese officials on missing Americans. (U.S. Army) Page 5.  LANGUAGE: ENGLISH  TYPE: CAPTION                      ,August 1 1987 ,2
"   , Vietnam, Aug. 1-   A long-sought meeting between President Reagan's special envoy on Americans missing in action in Vietnam and newly installed Vietnamese leaders began here today, but with scant hopes of real progress on either side.  ''I have no illusions,'' the Foreign Minister Deputy Prime Minister, Nguyen Co Thach, told reporters this afternoon at the French-built palace that is the Government guest house. He was waiting to greet the envoy, Gen. John W. Vessey, Jr. General Vessey, the former chairman of the Joint Chiefs of Staff, was an officer in the Vietnam War.  Mr. Thach said there was no chance the United States would be permitted to open a technical office in Hanoi to speed up the process of searching for missing Americans unless Hanoi gets an office in Washington. The two countries have no diplomatic relations, or interest sections in each other's capitals.  'Two-Way Traffic'  Mr. Thach said an American request for such an office would mean that he would ''have to reciprocate.''  If such a request were made, he said: ''I will raise my desire to have an office in Washington. So you see it is a two-way traffic.''  General Vessey declined to answer when asked if he was authorized to make such a request.  At the same time, Vietnamese officials said today that they were intending to broaden the talks to include ''humanitarian issues'' of their own.  The opening session lasted barely an hour today, and recessed until Sunday morning, when the meeting may end, or be adjourned to Monday, if there is enough reason for further talks.  Diplomats here from both Western and Soviet-bloc nations are virtually unanimous in saying that Vietnam attaches a very high priority to gaining American recognition. They say they are watching the talks for signs of whether or not communication between Washington and Hanoi can be improved under the government of a new Vietnamese communist party general secretary, nguyen van linh.  Hanoi has sent conflicting signals to Washington in the last few years. Discussions on resolving the cases of more 2,400 Americans missing in action in Indochina, 1,776 of them in Vietnam, began to make substantial progress in 1985 under the American leadership of Richard Childress, the National Security Council's director for Asian affairs. In January 1986, when joint excavation of crash sites had almost become routine, Vietnam said it had ''Started the clock'' on a two-year deadline to resolve the issue once and for all.  But within a few months, while in the throes of preparing for leadership changes and scrambling to institute economic reforms, Vietnam suddenly turned negative toward the United States. By the fall of 1986, when remains were last returned to the United States, all but superficial communication had stopped.  Hanoi's Conclusion  Southeast Asian diplomats familiar with developments in Vietnam say that Hanoi had concluded it was getting nothing in return for its cooperation, despite its protests that this was a strictly humanitarian gesture.  President Reagan, under pressure from a lobby calling for action on the issue of the missing, appointed General Vessey his special envoy in January. It took until the end of may for Vietnam to agree to this visit.  General Vessey came to Hanoi today with Mr. Childress, Ann Mills Griffiths, executive director of the National League of Families of American Prisoners and Missing in Southeast Asia, David Lambertson, Deputy Assistant Secretary of State for Asia and the Pacific, Robert Kingston, former director of the Joint Casualty Resolution Center in Hawaii, and Stephen Croker, an aide to General Vessey.  Diplomats here say the visit can be used by the Vietnamese as a demonstration of American interest, whether or not anything is achieved in the talks. Who comes to whose court is traditionally of great importance in many Asian societies.  LANGUAGE: ENGLISH                      ",August 2 1987 ,2
"   , Vietnam, Aug. 2   United States and Vietnamese negotiators looking for ways to resolve the issue of 1,776 Americans still listed as missing in this country met briefly twice today.  Vietnamese officials were more optimistic after the talks this morning than they were on Saturday at the outset.  At a break between the sessions today, Foreign Minister Nguyen Co Thach told reporters the two sides had reached ''a better understanding'' on the issues.  Diplomats here say the talks will indicate how a new Vietnamese leadership under Nguyen Van Linh, the Communist Party general secretary, will be able to deal with Washington.  Mr. Thach, now also a Deputy Prime Minister, is thought to be one of the more influential members of the new administration.  The American delegation, led by John W. Vessey Jr., a retired Army general and former chairman of the Joint Chiefs of Staff, declined to comment on any aspect of the talks, except to say there was more work to do.  This morning, when asked if a planned news conference would still be held on Monday, General Vessey, who is President Reagan's special envoy, brushed aside the question.  ''I don't know if you can expect one,'' he said brusquely. He also canceled plans for sightseeing in Hanoi today.  A previously unscheduled meeting of technical advisers was called for this afternoon. Technical meetings have in the past usually planned crash-site excavations or the returns of war dead.  There has been no decision about whether the higher-level talks will continue on Monday, when the American team is due to leave Hanoi.  ''The talk will resume when we are ready to resume,'' General Vessey said.  Remains of American war dead were last returned to the United States last fall. A resolution of the issue was interrupted, in part, by preparations for the change in Vietnam's leadership.  Many American officials, including most, if not all, on the team now in Hanoi, believe that Vietnam is holding several of the American war dead to be doled out as talks move toward what the Vietnamese hope will be eventual diplomatic recognition.  Few United States officials - and no Hanoi-based European diplomats -believe that any Americans are being held captive in Vietnam. But the Reagan Administration is under pressure from those who claim to have knowledge of such captives and say the Government is doing nothing to free them.  LANGUAGE: ENGLISH                      ",August 3 1987 ,2
"   , Vietnam, Aug. 3   An American special envoy left Hanoi today with no progress reported in three days of talks on Americans missing since the Vietnam War.  Without some forward movement on the issue, the Reagan Administration has said, there can be no hope of improving relations between the two nations. Washington continues to refuse diplomatic recognition to Hanoi 14 years after United States forces withdrew from Vietnam and 12 years after the fall of the south.  A five-paragraph statement issued at the end of the talks indicates that cooperation between Hanoi and Washington on accounting for the missing has not recovered even the momentum it had achieved two years ago, when the two sides had begun to meet regularly. Talks were interrupted last year while Vietnam went through a leadership change.  Today's closing statement, read by a Vietnamese interpreter, said only that two technical-level meetings would be held ''in the near future'' - one to discuss how to step up accounting for missing Americans and the other to address ''certain urgent humanitarian concerns of Vietnam.''  The leader of the American delegation, Gen. John W. Vessey Jr., a former chairman of the Joint Chiefs of Staff, refused to answer questions from reporters.  Vietnamese officials also declined comment, leaving the impression that this was the wish of the American side. Repeated recesses called by the Americans this morning for private consultations indicated that there was trouble with even the wording of the final statement.  No Linkage of Issues  In what may have been a concession to the Americans, the joint statement said both sides agreed that humanitarian issues ''should not be linked to broader political questions such as normalization or to economic aid.'' There had been speculation among foreign embassies here that Hanoi was considering reviving demands for war reparations.  Two years ago, the United States won agreement from the Vietnamese to hold at least six meetings each year on the missing-in-action issue. In January 1986, Hanoi followed that with a promise to begin a two-year program to resolve the issue once and for all. The deadline is now five months away, and officials on both sides refuse to comment on what will happen when it passes.  More than 2,400 Americans are still missing in Indochina, 1,776 of them in Vietnam or off its shores. While most if not all are presumed to have died, there has been no final accounting of their cases.  More than a million Vietnamese are still thought to be unaccounted for. Among other problems left behind by the war are war widows, orphans, the children of Vietnamese mothers and American fathers and people said to be suffering from chemicals for defoliation of forests and and other purposes. There are also a large number of handicapped people, both civilian and military.  LANGUAGE: ENGLISH                      ",August 4 1987 ,2
"   , Vietnam, Aug. 5   Vietnamese officials expect to open talks with the United States before the end of this month that will for the first time address Vietnamese problems arising from the war, a high-ranking Foreign Ministry official said today.  ''For the last 12 years, we have handled humanitarian issues for the United States,'' the official, Nguyen Dy Nien, a Deputy Foreign Minister, said in an interview in his office here referring to the accounting of the 1,776 Americans missing since the war.  ''I think now the United States must - has already made a start to - deal with the humanitarian issues of Vietnam,'' said Mr. Nien, an expert on United States affairs. ''We can not carry on one-sidedly.''  Officials close to talks last weekend between the Vietnamese and an American team led by President Reagan's special envoy, Gen. John W. Vessey Jr., say that the American side balked at agreeing to a future meeting on strictly Vietnamese concerns.  Action 'Is Important'  ''In negotiations sometimes there is only one word in the text and it can take hours to remove it and replace it with another word,'' Mr. Nien said when asked about the American attitude toward talks on Vietnam's human casualties. ''But I told the American side that the important thing is action.''  ''We would like to close this chapter as soon as possible,'' he added. He recalled that in January 1986, Vietnam set a two-year timetable to resolve the issue. He declined to comment on what might happen when that period ends.  The Foreign Ministry official said that Vietnam, one of the world's poorest countries, had limited expectations about what assistance it could get from the United States. The Reagan Administration has ruled out reparations or war damages.  ''The humanitarian issues of Vietnam are enormous,'' Mr. Nien said. ''But we know the limits. We are realistic.''  Children of Servicemen  Mr. Nien said that in the recently concluded talks with the American delegation, the subject of the offspring of Americans based in Vietnam also came up. The Foreign Ministry official said it was his understanding that there might be a separate set of talks on this issue in the near future. Neither side knows how many of these children remain in Vietnam.  But a number of the children are reaching the age of majority, and Anerican humanitarian organizations say that this could make them eligible for military service, particularly since many are street urchins who might be viewed as delinquents.  Mr. Nien said Vietnam's political prison camp population, most suffering for their association with the United States-backed Saigon regime, had not been discussed with the Vessey party. He called this a political issue that was related to internal policies of Vietnam, Three years ago, Vietnam's Foreign Minister, Nguyen Co Thach, had challenged the United States to empty the camps. Secretary of State George P. Shultz responded by offering to resettle the political prisoners in the United States.  Visit by Solarz  But when Representative Stephen J. Solarz, the Brooklyn Democrat who heads the House Foreign Affairs Subcommittee on Asian and Pacific Affairs, visited Hanoi in December 1984 and asked if Mr. Shultz's offer would be accepted, he was told that the prisoners could not be released unless the United States could guarantee they would not take part in ''anti-Vietnamese'' activities abroad.  Mr. Solarz told Vietnamese officials that rights of free speech in the United States made such a promise impossible.  Mr. Nien said today that he expected that General Vessey would ''keep up contacts'' with Vietnam, although he is not expected to be part of the next round of talks, which will be at the ''technical expert'' level. The Deputy Foreign Minister said General Vessey, a veteran of the Vietnam War, had been cordial but frank in the recent discussions.  Asked if there was a chance that a further round of talks may be held in Washington, Mr. Nien laughed.  ''We are not so optimistic,'' he said.  LANGUAGE: ENGLISH  GRAPHIC: Photo of Gen. John W. Vessey Jr., U.S. special envoy on Americans missing in action in Vietnam, meeting in Hanoi with Nguyen Co Thach, Vietnam's Foreign Minister. (AP)                      ",August 5 1987 ,2
"    The United States has refused to open diplomatic relations with Vietnam, but officials of the two countries have been talking for years about 1,700 Americans still listed as missing since the United States troops quit the war in 1973. Despite persistent reports that some of the Americans may be alive, no conclusive evidence has been found. Last week, a high-level American delegation went to Hanoi and agreed to add ''certain humanitarian concerns of Vietnam'' to the agenda.  But, in a terse statement, the Americans and Vietnamese said humanitarian issues ''should not be linked to broader political questions such as normalization [of relations] or economic aid.'' ''Technical experts'' will meet soon to discuss ways to speed up accounting for the missing Americans.  John W. Vessey, a retired Army general and former Chairman of the Joint Chiefs of Staff, headed a nine-member delegation of American officials and families of the missing. He declined to elaborate on the official statement. But Nguyen Dy Nien, a Vietnamese Deputy Foreign Minister, said talks would begin this month. He added that there might be a separate discussion of the Vietnamese offspring of Americans. Neither side knows how many remain in Vietnam, but some are old enough to be eligible for Vietnamese military service, which could compromise their claims to American citizenship.  LANGUAGE: ENGLISH                      ",August 9 1987 ,2
